Entidad,Proveedor,Valor (COP),Fecha del Proceso,Año
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VETERINARIA LA RED S.A.S.,7105000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,16500000.0,2023-07-27,2023.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,GSO INGENIERIA Y SOLUCIONES SAS,299919188.0,2023-11-10,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,REPRESENTACIONES GANADERAS LIMITADA REPREGAN LTDA,3070000.0,2019-06-26,2019.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CONSORCIO CANCHAS BCA,202362606.0,2023-10-03,2023.0
PSS S.A.,ASOGAMOSO,1950000.0,2022-08-19,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,36000000.0,2024-08-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,TECNESYA SAS,63643613.0,2021-06-22,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,GRUPO SOCIEDAD CAPITAL S.A.S,42994744.0,2024-06-05,2024.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,DISTRIBUIDORA LA PAZ,12161300.0,2022-05-10,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,8000000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VALENTUS SAS,5990000.0,2024-07-23,2024.0
INSTITUTO UNIVERSITARIO DE LA PAZ,ALMACEN AGROPECUARIO DE ANTIOQUIA SAS,16944900.0,2023-10-12,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,REPRESENTACIONES GANADERAS LIMITADA REPREGAN LTDA,7300000.0,2019-06-26,2019.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,ESTACION DE SERVICIOS SAN SILVESTRE,178000000.0,2024-03-07,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,151864156.0,2022-10-27,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,58682000.0,2025-07-01,2025.0
INSTITUTO UNIVERSITARIO DE LA PAZ,EMTEL S.A. E.S.P.,468316896.0,2021-11-12,2021.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",PG S.A.S,129301380.0,2024-12-21,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,16020000.0,2024-07-23,2024.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,WORKSAIT SAS,24500000.0,2022-12-14,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,INGEACOL,61672236.0,2022-07-25,2022.0
INSTITUTO UNIVERSITARIO DE LA PAZ,UNION TEMPORAL CONSULTORES PORTERIA 2025,321161912.0,2025-01-24,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CALIBRATION SERVICE S.A.S.,852873.0,2021-07-12,2021.0
PERSONERIA MUNICIPAL DE BARRANCABERMEJA,RVO IPS SAS,6386600.0,2023-08-14,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SUMINISTROS MAYBE SAS,5195656.0,2019-06-26,2019.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,EXTINTORES EL CAPATAZ / BRAYAN SANCHEZ CAPATAZ,3998000.0,2019-07-30,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VACUNCENTER IPS SAS,20250000.0,2024-05-24,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,104111000.0,2025-07-01,2025.0
CONCEJOBARRANCA,GRUPO EMPRESARIAL DE NEGOCIOS Y LOGISTICA DE COLOMBIA SAS,31780000.0,2023-10-25,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ELECTRONICA I+D S.A.S,23990700.0,2020-10-23,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ARDOBOT ROBOTICA SAS,23845700.0,2020-02-14,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,TOOLS & SERVICES S.A.S,30211000.0,2025-07-25,2025.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",FUNDACION TRABAJO SEGURIDAD EDUCACION INNOVACION PARA EL DESARROLLO INTEGRAL DE LA VIDA FUTURA,99285528.0,2017-10-20,2017.0
INSTITUTO UNIVERSITARIO DE LA PAZ,LUIS IGNACIO BALAGUERA ORTIZ,4878000.0,2021-10-11,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,68766101.0,2023-07-27,2023.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,ENLACE10 TELEVISION S.A.S,16248000.0,2021-12-07,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,11574000.0,2024-07-23,2024.0
INSTITUTO UNIVERSITARIO DE LA PAZ,AVANTIKA COLOMBIA S.A.S,146510309.0,2024-06-12,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,58682000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,68766101.0,2023-07-27,2023.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",BESTEK SAS,16230172.0,2024-09-17,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MARQUEZ ASOCIADOS S.A.S.,28279804.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,GRAN COMERCIALIZADORA DE SANTANDER SAS,88950000.0,2024-11-29,2024.0
PSS S.A.,ANDRES MAURICIO RINCON MESA,3095000.0,2022-10-05,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,COMRED SAS,46919337.0,2023-08-02,2023.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,FUMIGOMEZ,1000000.0,2023-06-06,2023.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,WIMAX ACCOUNTING SYSTEMS S.A.S,29890000.0,2023-07-18,2023.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,CONTROL Y MANEJO DE PLAGAS URBANAS DE BARRANCABERMEJA SAS,1049750.0,2021-12-24,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,9360000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,QUIMITRONICA SAS,14777501.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,AUTOMOTRIZ GBC SAS,57556506.0,2019-05-15,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,15720000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,15080000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DANIEL TARAZONA,6727450.0,2019-06-26,2019.0
COLEGIO JOSE ANTONIO GALAN,TALLER DE REFRIGERACION IRIARTE E HIJOS,27760000.0,2022-11-21,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,18383051.0,2023-07-27,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,LA BODEGA ELECTRICA S.A.S,27164600.0,2023-02-21,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,17272915.0,2023-08-02,2023.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,MONSAING S.A.S,18000000.0,2025-06-16,2025.0
INSTITUCION EDUCATIVA TECNICO SUPERIOR DE COMERCIO,CARLOS AUGUSTO HERNANDEZ SANCHEZ,45970000.0,2024-07-10,2024.0
INSTITUTO UNIVERSITARIO DE LA PAZ,CLAUDIA CECILIA JACOME RANGEL,157264384.0,2023-01-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,53283314.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DANIEL TARAZONA,2650000.0,2019-06-26,2019.0
INSTITUTO UNIVERSITARIO DE LA PAZ,INCONEL SAS,35970300.0,2024-04-18,2024.0
PSS S.A.,OMAR RODRIGUEZ BASTIDAS,3160000.0,2022-07-27,2022.0
PSS S.A.,SEGURIDAD COMUNERA LTDA,23924000.0,2022-09-29,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,4500000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,11100000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,13000000.0,2025-07-01,2025.0
INSTITUTO UNIVERSITARIO DE LA PAZ,FONDO DE EMPLEADOS DEL INSTITUTO UNIVERSITARIO DE LA PAZ LIMITADA - FEDUPAZ LTDA,97500000.0,2021-12-22,2021.0
INSTITUTO UNIVERSITARIO DE LA PAZ,INCIMEC INGENIERIA Y CONSTRUCCIONES S.A.S,4202486.0,2022-02-16,2022.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",DIZAP I&S S.A.S,99603000.0,2024-12-24,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,15080000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VALENTUS SAS,46509240.0,2024-07-23,2024.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,INGENIEROS CON SOLUCIONES OPTIMAS LIMITADA ISSO LTDA,80634400.0,2024-12-04,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,7980000.0,2019-06-26,2019.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,RECARGAS INKTEC,15100880.0,2023-04-10,2023.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,COMUNISANDER S.A.S.,31005000.0,2025-05-27,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VALENTUS SAS,112187435.0,2024-07-23,2024.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,PRODUCTOS DIGITALES Y CONSTRUCTORES SAS,7402000.0,2022-11-17,2022.0
INSTITUTO UNIVERSITARIO DE LA PAZ,AGUAPECES SAS,27850000.0,2023-11-09,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,3000000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANTANDEREANA DE QUIMICOS Y REACTIVOS SAS,8250000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,GRUPO COVINPRO SAS,30439650.0,2021-07-26,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,25661067.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,56039999.0,2024-08-02,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,18383051.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,JAIRO OSORIO CABALLERO,94925242.0,2020-04-27,2020.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",DIZAP I&S S.A.S,51562700.0,2024-12-26,2024.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLUB DEPORTIVO CACIQUES DEL VOLEIBOL BARRANCABERMEJA C.V.C,20000000.0,2017-10-24,2017.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VALENTUS SAS,48576525.0,2024-07-23,2024.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,CENTRAL DE SUMINISTROS LTDA,1667088.0,2019-12-11,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ZAYDA ELENA GOMEZ RANGEL,8127786.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MARQUEZ ASOCIADOS S.A.S.,11000000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ZAYDA ELENA GOMEZ RANGEL,5000000.0,2022-08-08,2022.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,TALLER DE REFRIGERACION IRIARTE E HIJOS,21431000.0,2024-09-27,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,INGENIERIA Y SUMINISTROS INDUSTRIALES DE COLOMBIA,5000000.0,2021-10-13,2021.0
INSTITUTO UNIVERSITARIO DE LA PAZ,AXA COLPATRIA SEGUROS S.A,88221205.0,2023-11-23,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,INCONEL SAS,36003780.0,2025-01-17,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,JOSBEING SAS,6083850.0,2022-11-21,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VALERIE MELISSA APARICIO RAMIREZ,5700000.0,2025-08-13,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LIMPIEZA Y LOGISTICA AMBIENTAL DE COLOMBIA SAS,10000000.0,2025-06-20,2025.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,COLFEK S.A.S.,18000000.0,2024-11-14,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANTANDEREANA DE QUIMICOS Y REACTIVOS SAS,18383051.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,15445000.0,2025-07-01,2025.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,JAIRO ANDRES FERNANDEZ RUEDA Y/O FERNANDEZ RUEDA SERVICIOS,27100000.0,2022-10-03,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,22999000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,6727450.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CONSORCIO HG 2025,20620000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,JOSE LUIS PEREZ RODRIGUEZ SAS,24086195.0,2024-09-20,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,6727450.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANTANDEREANA DE QUIMICOS Y REACTIVOS SAS,4500000.0,2023-07-27,2023.0
CONCEJOBARRANCA,TECNOLOQUIMICA S.A.S,10160600.0,2023-03-10,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,3000000.0,2023-07-27,2023.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,HISESA SAS,15380000.0,2022-08-03,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,UT ZONALES SENA,524016630.0,2019-11-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VERTICAL PROTECCION CONTRA CAIDAS S.A.S.,80000000.0,2025-08-06,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CONSORCIO HG 2025,20000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,203207874.0,2023-07-27,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,ASOCIACION DE TRABAJADORES DEL SISTEMA EDUCATIVO NACIONAL UNIVERSITARIO Y DE TICS DE APRENDIZAJE,4354003609.0,2022-03-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ZAYDA ELENA GOMEZ RANGEL,21095808.0,2022-08-08,2022.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,SERVICIVIL SAS,274399975.0,2022-08-30,2022.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,INGECONSTRUCCIONES JD SAS,248589383.0,2021-09-15,2021.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",KATHERINE KLEBER QUINTANA,63233594.0,2023-12-11,2023.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,INGECONSULTA S.A.S,105136500.0,2022-11-10,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,6824000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANTANDEREANA DE QUIMICOS Y REACTIVOS SAS,3000000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,20000000.0,2024-07-23,2024.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,PALMERA JUNIOR SAS,1750000.0,2022-06-13,2022.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",EYL SAS,33442657.0,2024-12-26,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,7980000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,INSOLAB,979283.0,2022-06-21,2022.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,FUMIGOMEZ,2050000.0,2021-05-31,2021.0
PERSONERIA MUNICIPAL DE BARRANCABERMEJA,CLAUDIA CECILIA JACOME RANGEL,7348300.0,2023-04-19,2023.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",SODEIS SAS,116253617.0,2023-05-23,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,7000000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ZAYDA ELENA GOMEZ RANGEL,6485000.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CENTRAL DE HERRAMIENTAS DE COLOMBIA SAS,220340866.0,2021-06-22,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,14990000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DEICY BRAVO JOJOA,14000000.0,2025-07-01,2025.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,CLAUDIA CECILIA JACOME RANGEL,2961100.0,2018-09-06,2018.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",SEGURIDAD COMUNERA LTDA,927897939.0,2025-04-23,2025.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA","RECURSOS DE LOGISTICA, TECNOLOGIA E INGENIERIA INTEGRAL SAS -RELTIN SAS-",17334401.0,2023-08-14,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,5195656.0,2019-06-26,2019.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,INDUSTRIA NACIONAL DE GASEOSAS S.A.,64479069.0,2020-02-10,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CLUB CAPITAL SAS,5071542.0,2020-09-08,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ELOISA NIEBLES GOMEZ,65000000.0,2022-05-13,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,13000000.0,2021-08-30,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,8000000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CENTRAL DE HERRAMIENTAS DE COLOMBIA SAS,5000000.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,EQUISUMINISTROS Y CONSTRUCCIONES SAS,53283314.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,193768000.0,2019-06-10,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SERVICIOS Y DISENOS MECATRONICOS SAS,10300000.0,2022-04-26,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,BESTEK SAS,16655594.0,2025-07-01,2025.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,RVO IPS SAS,10000000.0,2025-06-16,2025.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLUB MIRAMAR BARRANCABERMEJA,15000000.0,2017-08-18,2017.0
INSTITUTO UNIVERSITARIO DE LA PAZ,CONSORCIO INTER - ESTUDIOS UNIPAZ,79272171.0,2023-08-10,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SENSOMATIC DEL ORIENTE SAS,21352508.0,2023-11-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANTANDEREANA DE QUIMICOS Y REACTIVOS SAS,57000000.0,2023-07-27,2023.0
PERSONERIA MUNICIPAL DE BARRANCABERMEJA,LA PREVISORA S.A. COMPANIA DE SEGUROS,12651308.0,2024-12-13,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,JAIRO OSORIO CABALLERO,10515129.0,2020-04-27,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,GRUPO COVINPRO SAS,19679719.0,2021-10-19,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,87400000.0,2023-08-02,2023.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,JOSE JULIAN TORRES DIAZ,3998000.0,2019-03-26,2019.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,RVO IPS SAS,3000000.0,2023-03-28,2023.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,OMAR HOYOS ALVAREZ,24818598.0,2023-08-28,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,14777501.0,2023-08-02,2023.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",BESTEK SAS,349110300.0,2024-12-13,2024.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLAUDIA CECILIA JACOME RANGEL,21068236.0,2023-03-08,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,28482242.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,64000000.0,2024-08-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,220340866.0,2021-06-22,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,6000000.0,2023-07-27,2023.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,TODO ASEO SAS,1578219.0,2018-02-19,2018.0
